,location,floor,floors_count,rooms_count,total_meters,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,street,underground,price_per_square_meter
6224,13,17,17,1,26.0,2018.0,1,0,4,15.0,10.0,2.82,66,1,230384.0
6227,13,13,17,1,26.9,2018.0,1,0,0,15.1,11.799999999999999,2.82,66,1,211895.0
6230,13,6,25,1,30.0,2016.0,1,2,2,16.1,5.0,2.7,629,1,183300.0
6234,13,10,17,1,31.0,2023.0,1,2,2,12.0,6.0,2.85,1137,1,221290.0
6237,13,21,25,1,30.4,2018.0,1,2,2,24.0,6.399999999999999,2.7,629,1,169407.0
6250,13,23,25,1,31.0,2018.0,1,2,2,19.0,2.0,2.7,629,1,188709.0
6252,13,8,17,1,30.2,2020.0,1,2,2,20.1,10.099999999999998,2.8,1137,1,158940.0
6254,13,23,25,1,30.0,2018.0,1,1,2,16.0,5.0,2.82,629,1,155000.0
6256,13,14,25,1,29.0,2018.0,1,1,2,15.0,5.1,2.7,629,1,189655.0
6258,13,10,17,1,31.8,2023.0,1,0,2,16.0,6.0,2.8,1137,1,152484.0
6271,13,15,17,1,40.6,2020.0,1,1,0,21.0,6.0,3.0,1137,1,172413.0
6272,13,8,12,2,53.0,1981.0,1,1,2,31.0,9.0,2.82,1377,1,158490.0
6275,13,14,17,2,40.0,2020.0,1,0,2,20.0,18.0,2.8,1047,1,181250.0
6276,13,2,10,1,46.4,2003.0,1,6,0,17.0,12.2,2.82,393,1,150862.0
6277,13,3,9,2,53.0,1985.0,1,3,0,31.0,8.0,2.82,1359,1,141509.0
6279,13,9,9,2,52.3,1979.0,1,2,2,31.1,8.5,2.82,29,1,139579.0
6280,13,4,9,2,43.7,1970.0,1,0,2,30.0,8.5,2.5,29,1,159038.0
6281,13,20,20,1,39.3,2005.0,1,2,2,19.3,9.2,2.8,1098,1,178117.0
6282,28,5,6,2,73.0,2013.0,1,2,2,40.0,13.0,2.8,1418,0,78082.0
6285,28,5,5,2,44.2,1977.0,1,1,2,28.3,7.0,2.82,1418,0,80995.0
6286,28,3,3,2,57.0,2021.0,1,2,2,40.0,13.0,3.0,459,0,97368.0
6288,28,4,5,2,44.5,1976.0,1,1,2,29.5,7.0,2.82,1418,0,101123.0
6289,28,2,3,2,53.6,2020.0,1,1,2,35.0,11.0,2.82,459,0,111753.0
6292,28,3,5,2,38.2,1981.0,1,1,2,22.0,6.0,2.7,431,0,102094.0
6293,28,5,5,2,53.9,1984.0,1,1,0,46.4,7.5,2.82,1418,0,79777.0
6294,28,5,5,2,45.6,1972.0,1,1,2,31.3,7.0,2.82,1418,0,96491.0
6295,28,1,5,2,42.0,1979.0,1,0,2,37.0,5.0,2.5,431,0,102380.0
6311,28,3,3,1,33.0,2012.0,1,1,2,15.8,8.1,2.82,609,0,127272.0
6312,28,3,17,1,34.0,2024.0,0,1,0,12.0,9.0,2.82,1418,0,113235.0
6316,28,8,9,2,49.17,2024.0,0,0,0,21.8,11.0,2.7,697,1,351840.0
6320,28,12,34,2,62.7,2023.0,1,0,4,28.4,17.0,3.1,1077,1,877192.0
6337,28,4,5,2,35.0,1986.0,1,0,2,21.0,7.5,2.82,315,0,62857.0
6338,28,1,2,1,41.7,1979.0,1,2,0,32.7,9.0,2.5,1418,0,44364.0
6339,28,4,5,3,60.6,1972.0,1,1,2,42.1,7.0,2.82,1418,0,82508.0
6340,28,5,5,3,59.7,1972.0,1,1,2,48.0,6.5,2.82,696,0,61976.0
6341,28,2,5,3,58.6,1971.0,1,1,2,42.0,6.0,2.82,1418,0,80204.0
6342,28,2,5,3,59.7,1980.0,1,0,2,48.0,6.5,2.82,1418,0,73701.0
6344,28,5,5,3,67.7,1982.0,1,3,2,60.5,7.2,2.82,1418,0,88626.0
6345,28,3,5,3,59.1,1974.0,1,0,0,42.4,6.0,2.82,1418,0,81556.0
6346,28,5,5,3,60.5,1994.0,1,1,2,45.0,7.0,2.82,431,0,76033.0
6347,28,2,5,3,67.9,1985.0,1,5,2,59.50000000000001,8.4,2.5,1418,0,86892.0
6352,28,1,5,1,38.1,2022.0,1,0,0,25.0,6.0,3.3,563,0,77427.0
6357,28,2,5,4,59.4,1974.0,1,1,0,45.0,6.5,2.82,674,0,80808.0
6359,28,7,10,1,50.69,2012.0,1,1,2,25.5,13.1,2.8,242,0,98441.0
6361,26,3,5,2,47.7,1987.0,1,1,2,28.0,8.1,2.82,872,0,88050.0
6363,26,3,4,2,41.2,1970.0,1,1,2,29.0,6.0,2.82,1418,0,121359.0
6365,26,2,2,2,45.5,1976.0,1,0,2,30.8,5.0,2.65,1137,0,76923.0
6368,26,3,9,2,33.5,1987.0,1,1,2,27.1,6.4,2.82,1191,0,145373.0
6374,26,2,2,2,40.1,1972.0,1,0,2,34.6,5.5,2.82,842,0,97256.0
6375,26,1,3,2,59.8,2016.0,1,2,2,47.3,12.5,2.82,1088,0,122073.0
6376,26,4,7,2,70.5,2023.0,1,2,2,33.6,13.2,2.55,150,0,103546.0
6378,26,5,5,2,61.2,2004.0,1,2,2,48.2,13.0,2.82,1334,0,102124.0
6383,26,3,9,2,60.1,2015.0,1,2,2,47.1,13.0,2.65,1191,0,183028.0
6384,26,7,7,2,74.0,2023.0,1,1,2,48.0,14.0,2.7,150,0,58108.0
6386,26,1,5,2,57.4,2022.0,0,2,0,30.7,10.9,2.52,1418,0,133693.0
6387,26,8,9,2,67.11,2023.0,0,2,0,36.6,11.6,2.85,437,0,116808.0
6392,5,4,9,1,32.0,1979.0,1,1,0,18.0,6.0,2.5,1418,1,180937.0
6395,5,13,13,1,48.6,2002.0,1,2,2,19.0,16.0,2.8,965,1,174897.0
6396,5,5,7,1,43.5,2023.0,1,2,2,14.4,10.6,2.7,876,1,162068.0
6398,5,12,15,1,46.0,2016.0,1,2,0,17.9,14.5,2.75,1181,1,186956.0
6399,5,8,14,1,37.4,1984.0,1,2,2,17.1,8.2,2.52,965,1,149732.0
6405,5,8,17,1,60.0,2017.0,1,2,2,20.9,19.3,3.0,1181,1,133333.0
6406,5,3,9,1,33.0,1990.0,1,0,2,16.8,5.4,2.5,1175,1,163636.0
6407,5,5,9,1,35.0,1975.0,1,1,2,20.0,7.0,2.6,367,1,157142.0
6410,5,9,16,1,48.0,2004.0,1,1,0,20.1,13.6,2.8,1181,1,145833.0
6411,5,9,21,1,57.1,2017.0,1,2,4,24.2,19.6,3.0,1181,1,155866.0
6412,5,6,10,1,35.0,1991.0,1,1,2,18.0,8.0,2.75,965,1,167142.0
6413,5,3,13,1,49.6,2014.0,1,0,2,20.0,15.0,3.0,117,1,175403.0
6415,5,15,16,1,45.0,2004.0,1,2,2,22.0,12.0,2.8,1181,1,151111.0
6418,5,18,18,1,45.3,2014.0,1,1,0,19.8,12.4,2.73,1181,1,184326.0
6419,5,2,7,1,41.9,2023.0,1,2,2,16.2,12.8,2.7,876,1,155726.0
6420,5,5,15,1,60.0,1999.0,1,2,2,20.1,20.1,2.7,1181,1,150000.0
6421,5,1,10,1,34.8,1999.0,1,1,0,16.9,8.0,2.7,965,1,172126.0
6422,5,6,7,1,45.3,2023.0,1,2,2,17.3,13.0,2.7,183,1,161531.0
6423,5,11,18,1,53.1,2004.0,1,2,0,20.0,14.0,2.7,1181,1,150659.0
6424,5,4,17,1,39.6,2015.0,1,0,4,12.8,11.0,2.7,965,1,176767.0
6425,5,3,19,1,49.0,2011.0,1,2,2,20.0,15.0,2.82,361,1,224489.0
6426,5,9,9,1,33.2,1982.0,1,2,2,17.4,7.4,2.65,361,1,195783.0
6427,5,16,17,1,56.0,2022.0,1,2,2,30.0,10.0,2.8,218,1,187500.0
6428,5,13,18,1,48.0,2004.0,1,1,4,20.0,16.0,2.7,1181,1,172916.0
6431,5,14,17,1,62.8,2022.0,1,0,0,42.8,20.0,2.82,218,1,160828.0
6433,5,8,14,1,35.0,1989.0,1,2,2,18.0,9.0,2.7,1175,1,178571.0
6434,5,16,18,1,47.9,2004.0,1,1,2,21.0,16.0,2.7,1181,1,162839.0
6438,5,2,18,1,44.9,2014.0,1,2,0,26.0,10.9,2.7,1181,1,173719.0
6439,5,8,17,1,66.0,2020.0,1,6,2,20.0,20.0,2.8,1181,1,150000.0
6440,5,6,13,1,43.9,2014.0,1,2,4,16.8,16.0,3.0,117,1,182232.0
6441,5,9,15,1,49.7,1999.0,1,1,0,20.1,15.9,2.7,1181,1,160965.0
6442,5,15,16,1,45.0,2004.0,1,2,2,19.2,11.3,2.7,1181,1,151111.0
6443,5,9,14,1,47.0,1999.0,1,2,2,31.0,10.0,2.82,1181,0,176595.0
6446,5,1,9,1,31.5,1971.0,1,2,2,15.5,7.0,2.82,367,1,190476.0
6448,5,7,9,1,34.7,1976.0,1,2,2,27.700000000000003,7.0,2.82,965,1,181556.0
6449,5,5,23,1,38.9,2003.0,1,0,2,20.9,8.6,2.64,1181,1,197943.0
6450,5,3,18,1,56.9,2004.0,1,2,2,15.7,22.8,2.7,1181,1,166959.0
6451,5,3,9,1,33.1,1987.0,1,1,0,17.2,7.0,2.5,1175,1,178247.0
6452,5,4,21,1,53.8,2017.0,1,1,4,20.1,19.1,2.8,1181,1,182156.0
6453,5,5,14,1,38.9,1997.0,1,1,2,20.9,8.6,2.82,1181,1,200514.0
6455,5,7,14,1,43.0,2001.0,1,2,2,33.0,10.0,2.6,1181,1,215116.0
6457,5,11,15,1,47.31,2015.0,1,1,1,19.1,11.5,2.7,965,1,228281.0
6458,5,2,15,1,53.0,1999.0,1,2,0,20.0,9.0,2.7,1181,1,169811.0
6459,5,5,14,1,38.9,2003.0,1,0,2,20.9,8.6,2.7,1181,1,200514.0
6461,5,13,25,1,32.3,2024.0,0,0,3,9.5,16.1,2.62,1418,1,220247.0
6463,5,19,26,1,28.0,2019.0,1,2,0,16.0,8.0,2.8,1418,1,207142.0
6466,5,4,18,2,50.5,2011.0,1,2,0,19.2,14.6,2.82,361,1,168316.0
6467,5,11,14,2,52.0,1996.0,1,1,2,30.0,8.5,2.7,1181,1,149038.0
6469,5,3,12,3,67.3,1981.0,1,5,2,46.9,6.4,2.64,965,1,145616.0
6473,5,12,17,3,100.0,2008.0,1,2,4,56.0,16.0,2.82,1181,1,129000.0
6474,5,6,9,3,55.8,1979.0,1,2,2,37.9,5.4,2.5,1418,1,139784.0
6476,5,5,5,3,56.1,1970.0,1,1,2,41.2,5.9,2.5,1146,1,135472.0
6477,5,2,10,3,64.0,1991.0,1,2,2,40.0,7.5,2.6,965,1,143750.0
6478,5,10,20,3,110.0,2020.0,1,2,0,57.0,21.0,2.7,1181,1,136272.0
6480,5,5,9,3,56.6,1980.0,1,0,3,37.4,7.1,2.6,1175,1,128091.0
6482,5,7,14,3,93.3,1999.0,1,2,2,55.8,14.5,2.7,1181,1,162915.0
6483,5,2,15,3,113.8,2002.0,1,2,2,60.0,17.0,2.8,1181,1,131722.0
6484,5,1,9,3,61.3,1970.0,1,1,2,44.5,6.9,2.82,367,1,146818.0
6485,5,2,9,3,74.3,2001.0,1,6,3,43.7,12.9,2.82,965,1,180349.0
6486,5,11,12,3,63.4,1981.0,1,2,2,45.5,6.6,2.7,965,1,149842.0
6488,5,12,17,3,129.4,2009.0,1,2,0,68.0,29.8,2.8,1181,1,127511.0
6490,5,2,14,3,74.3,1995.0,1,1,0,43.9,10.1,2.82,1181,1,157469.0
6491,5,7,14,3,72.5,1987.0,1,2,0,42.5,12.0,2.82,876,1,137931.0
6492,5,12,15,3,150.0,2005.0,1,2,4,76.9,23.9,2.8,965,1,110000.0
6493,5,6,7,3,79.4,2023.0,1,5,2,44.3,12.3,2.7,876,1,140294.0
6499,5,14,14,3,74.0,1995.0,1,2,2,45.0,9.0,2.82,1181,1,136486.0
6501,5,6,9,3,66.9,1988.0,1,6,0,40.4,9.0,2.82,1175,1,168161.0
6502,5,12,18,3,136.0,2004.0,1,2,4,104.0,32.0,2.7,1181,1,161029.0
6503,5,11,17,3,95.0,2015.0,1,3,4,48.9,13.6,2.7,965,1,185263.0
6504,5,3,13,3,101.7,2014.0,1,2,4,59.0,12.0,3.0,117,1,162241.0
6505,5,2,14,3,89.2,2003.0,1,2,0,53.2,15.1,2.64,1181,1,156950.0
6507,5,7,16,3,82.0,2004.0,1,6,2,70.0,12.0,2.7,1181,1,163414.0
6509,5,3,9,3,62.0,1974.0,1,1,2,39.0,7.3,2.82,1146,1,161290.0
6510,5,7,10,3,63.0,1999.0,1,1,0,56.0,7.0,2.7,965,1,173015.0
6513,5,4,20,3,110.0,2020.0,1,2,4,57.0,20.0,2.8,1181,1,163636.0
6514,5,12,12,3,74.0,1986.0,1,6,0,52.0,7.8,2.65,1175,1,148513.0
6515,5,10,14,3,75.3,1987.0,1,2,0,42.5,11.1,2.82,876,1,166002.0
6517,5,3,10,3,73.3,2006.0,1,2,2,44.9,11.0,2.82,693,1,170532.0
6518,5,4,15,3,99.8,1999.0,1,3,3,51.8,18.0,2.8,1181,1,159318.0
6519,5,3,5,3,51.4,1972.0,1,1,2,35.7,5.9,2.82,367,1,159533.0
6520,5,17,17,3,94.7,2015.0,1,2,4,54.0,14.0,2.7,965,1,164730.0
6522,5,9,17,3,90.5,2015.0,1,2,4,54.0,16.0,2.7,965,1,208287.0
6523,5,8,9,3,61.8,1986.0,1,2,2,39.2,7.4,2.82,1175,1,152103.0
6524,5,7,11,3,74.9,2003.0,1,2,2,45.0,11.6,2.82,693,1,149399.0
6525,5,5,15,3,105.0,1999.0,1,2,2,63.0,16.0,2.7,1181,1,148571.0
6526,5,6,9,3,53.4,1980.0,1,2,2,36.4,7.6,2.6,1175,1,159176.0
6527,5,9,17,3,93.0,2015.0,1,3,0,50.0,14.0,2.8,965,1,187096.0
6529,5,10,14,3,76.0,1987.0,1,2,2,43.0,12.0,2.82,876,1,151315.0
6530,5,6,9,3,70.0,1988.0,1,3,2,40.0,10.0,2.7,1175,1,178557.0
6531,5,10,14,3,75.3,1987.0,1,2,2,42.6,11.1,2.65,876,1,166002.0
6532,5,10,10,3,76.0,2004.0,1,1,2,64.6,11.4,2.4,693,1,197368.0
6533,5,8,14,3,101.9,2006.0,1,2,1,75.0,15.4,3.1,1181,1,171736.0
6537,5,4,7,2,62.8,2023.0,1,1,2,32.2,11.8,2.7,876,1,147452.0
6539,5,15,17,2,45.0,2004.0,1,0,4,16.0,19.0,2.82,1181,1,200000.0
6574,5,7,18,2,69.0,2017.0,1,2,2,38.0,9.0,2.8,1181,1,163768.0
6576,5,11,14,2,52.0,1996.0,1,2,0,30.0,8.5,2.7,1181,1,149038.0
6577,5,15,17,2,65.5,2017.0,1,0,4,30.0,14.0,2.75,1181,1,163343.0
6580,5,3,13,2,51.0,1999.0,1,3,0,30.0,12.0,2.82,1181,1,176450.0
6582,5,8,9,2,53.1,1974.0,1,2,2,32.5,6.7,2.65,1146,1,141242.0
6588,5,5,17,2,72.1,2003.0,1,2,2,40.0,11.5,2.82,1181,1,152565.0
6589,5,3,16,2,52.0,2004.0,1,2,2,30.0,9.0,2.7,1181,1,157673.0
6590,5,4,9,2,53.4,1978.0,1,2,2,33.2,7.1,2.82,1146,1,161048.0
6591,5,7,9,2,44.3,1974.0,1,1,2,30.0,6.0,2.82,361,1,146726.0
6593,5,8,9,2,53.1,1974.0,1,0,0,46.4,6.7,2.82,1146,1,141242.0
6594,5,1,5,2,45.2,1972.0,1,0,2,29.4,6.0,2.82,367,1,154845.0
6597,6,9,17,3,77.6,2021.0,1,2,2,65.69999999999999,11.9,2.82,1038,0,142384.0
6598,6,13,14,3,67.5,1990.0,1,3,2,40.0,8.4,2.82,1418,0,96296.0
6604,6,12,12,3,77.0,2011.0,1,2,2,51.0,10.0,3.0,1418,0,136363.0
6605,6,9,17,3,81.3,2015.0,1,6,2,48.0,12.3,2.7,9,0,138991.0
6607,6,8,17,3,89.9,2008.0,1,6,2,60.0,15.0,2.8,84,0,102335.0
6608,6,12,16,3,79.3,2020.0,1,2,2,46.8,9.8,2.8,1127,0,134930.0
6609,6,3,3,3,62.9,2017.0,1,2,2,44.2,8.2,2.8,975,0,81875.0
6610,6,6,9,3,68.0,1986.0,1,6,2,45.0,8.0,2.7,1418,0,102941.0
6612,6,8,12,3,90.9,2011.0,1,2,0,50.6,11.4,2.82,1418,0,126512.0
6613,6,1,3,3,66.1,2017.0,1,1,2,39.0,9.3,3.0,975,0,108925.0
6614,6,12,17,3,85.5,2014.0,1,2,0,48.9,12.0,2.7,1418,0,73672.0
6615,6,2,5,3,59.6,1971.0,1,0,2,43.0,6.0,2.82,1418,0,99832.0
6616,6,6,9,3,85.0,2007.0,1,3,2,47.0,10.0,2.7,1134,0,114117.0
6619,6,2,9,3,69.0,1992.0,1,2,0,45.0,9.0,2.82,1211,0,133333.0
6622,6,7,15,3,78.6,2018.0,1,9,4,39.4,23.9,2.8,609,0,91603.0
6623,6,13,14,3,112.0,2010.0,1,2,2,57.0,25.0,2.82,1418,0,158928.0
6624,6,4,5,3,59.4,1971.0,1,0,2,45.2,6.8,2.7,1418,0,84175.0
6628,6,1,5,3,50.5,1976.0,1,0,2,39.0,6.5,2.5,1418,0,111881.0
6629,6,2,5,3,61.2,1974.0,1,0,2,44.0,6.3,2.82,326,0,84967.0
6630,6,4,19,3,85.0,2013.0,1,9,0,73.0,12.0,2.8,1225,0,121176.0
6632,6,15,16,3,83.3,2018.0,1,2,4,47.5,21.5,2.82,609,0,76230.0
6634,6,6,17,3,93.4,2014.0,1,5,2,57.3,12.0,2.82,1418,0,96359.0
6635,6,17,17,3,67.5,2020.0,1,0,2,53.0,12.0,2.82,1418,0,140740.0
6637,6,5,5,3,52.0,1975.0,1,1,2,40.0,7.0,2.5,326,0,103846.0
6638,6,4,12,3,75.3,2014.0,1,2,2,34.7,12.6,2.9,505,0,153386.0
6639,6,7,9,3,61.2,1977.0,1,5,2,41.7,6.9,2.82,1418,0,96388.0
6640,6,8,11,3,85.0,2012.0,1,1,2,46.0,10.0,2.8,1215,0,135176.0
6642,6,3,9,3,61.81,1978.0,1,3,0,41.2,7.1,2.82,326,1,89791.0
6644,6,6,14,3,63.0,1984.0,1,6,2,41.0,8.0,2.5,1418,0,117460.0
6646,6,1,5,3,70.2,1985.0,1,1,2,48.0,8.0,2.82,929,0,88319.0
6647,6,8,9,3,93.9,2007.0,1,1,0,56.0,15.0,2.82,1418,0,117145.0
6648,6,2,5,3,63.1,1977.0,1,1,0,37.8,7.3,2.6,1418,0,86370.0
6651,6,2,3,3,84.8,2014.0,1,1,2,70.8,14.0,2.7,609,0,91981.0
6660,28,13,17,2,33.6,2023.0,1,0,2,23.6,10.0,2.7,1308,1,232142.0
6662,28,7,9,1,32.5,1978.0,1,0,2,18.7,6.0,2.82,1245,1,153815.0
6666,28,11,15,1,22.0,2022.0,1,0,0,12.0,4.0,2.82,309,1,265909.0
6668,28,2,12,1,37.0,1976.0,1,2,2,20.0,10.0,2.75,681,1,167567.0
6672,28,6,9,1,19.8,2024.0,0,2,0,9.7,5.0,2.82,1418,0,136363.0
6694,23,12,16,1,44.0,2023.0,1,0,0,15.0,19.0,3.1,1368,1,597636.0
6705,23,13,14,1,35.7,2024.0,0,0,0,12.3,13.3,2.95,1400,0,389355.0
6711,23,8,15,1,46.3,2024.0,0,0,0,14.6,26.7,2.7,1400,0,270626.0
6717,23,2,18,1,38.99,2024.0,0,0,0,12.9,14.7,2.72,998,0,313413.0
6723,23,8,9,1,40.4,2024.0,0,0,0,11.8,15.7,3.0,614,1,436947.0
6724,23,5,5,1,42.0,2014.0,1,3,2,33.0,7.0,3.2,444,0,166666.0
6725,23,11,18,1,32.3,2022.0,0,0,4,20.8,11.499999999999996,2.7,1273,1,334933.0
6728,23,2,5,1,40.97,2024.0,0,0,0,19.0,21.97,2.65,284,1,487050.0
6730,23,9,9,1,49.9,2021.0,0,6,4,16.9,22.7,3.0,72,1,450000.0
6739,23,5,8,1,39.7,2022.0,0,2,0,14.3,12.7,3.0,1070,1,497242.0
6741,23,15,15,1,33.7,2024.0,0,2,0,10.5,14.3,2.7,1379,1,334699.0
6742,23,2,11,1,39.4,2015.0,1,0,2,17.2,11.0,2.8,1003,1,360076.0
6743,23,8,10,1,39.6,2018.0,1,2,0,29.6,10.0,2.72,486,1,371212.0
6745,23,2,9,1,33.5,2023.0,1,1,0,14.1,11.7,2.7,1340,0,107462.0
6747,23,8,9,1,51.8,2024.0,0,0,4,16.3,21.3,3.0,1070,1,528100.0
6749,23,9,11,1,30.3,2017.0,1,1,2,14.3,10.7,2.82,698,0,140264.0
6750,23,4,8,1,40.5,2023.0,0,2,4,16.6,11.8,3.0,1070,1,460000.0
6753,23,9,12,1,34.93,2024.0,0,2,0,15.2,8.8,2.74,817,1,323504.0
6755,23,12,19,1,36.78,2024.0,0,2,0,16.9,14.9,2.87,703,1,144100.0
6758,23,4,6,1,30.0,2021.0,1,2,0,19.0,11.0,3.0,234,1,249666.0
6759,23,4,12,1,47.7,2024.0,0,1,0,28.9,13.8,3.0,1087,0,381894.0
6762,23,2,10,1,37.6,2023.0,0,0,0,12.6,13.5,2.8,1064,1,231286.0
6763,23,10,18,1,30.6,2023.0,1,0,2,10.6,11.0,2.8,618,1,209150.0
6765,23,2,3,1,49.9,2022.0,0,0,0,13.1,24.3,2.8,946,1,222401.0
6772,23,2,17,1,34.0,2017.0,1,2,2,13.0,11.0,2.9,292,1,197058.0
6780,23,22,22,1,17.2,1980.0,1,0,2,9.2,3.0,2.65,963,1,529651.0
6781,23,2,16,1,32.7,2024.0,0,0,0,10.0,16.6,2.56,1418,0,121399.0
6782,23,4,5,1,38.9,2023.0,0,1,0,18.7,11.2,3.0,639,0,102570.0
6793,23,8,10,1,40.0,2023.0,1,2,2,20.0,10.0,2.7,279,0,106250.0
6797,23,2,3,1,36.0,1979.0,1,1,0,30.0,4.0,2.6,1416,0,161111.0
6800,23,1,4,1,37.7,2021.0,1,1,2,11.5,18.6,3.0,1409,0,374005.0
6814,23,18,22,1,42.0,2014.0,1,2,0,17.8,10.0,2.82,625,0,185714.0
6816,23,5,23,1,48.0,2021.0,1,2,2,11.0,25.0,2.8,658,0,119791.0
6823,23,12,12,1,42.06,2024.0,1,2,0,17.3,15.0,2.82,966,1,489776.0
6831,23,7,19,1,32.0,2022.0,1,1,0,16.0,8.0,2.82,1418,1,207812.0
6835,23,2,24,1,31.3,2023.0,0,0,0,15.8,4.4,2.7,425,1,253546.0
6840,23,4,10,1,42.3,2003.0,1,2,2,24.3,10.6,2.7,1147,1,145981.0
6852,23,4,7,1,42.0,2019.0,1,2,2,31.0,8.0,2.7,1167,0,245238.0
6856,23,2,24,1,33.8,2023.0,0,0,0,15.7,10.5,3.0,657,0,186000.0
6865,23,2,12,1,40.0,2024.0,0,0,0,20.0,10.0,2.7,1418,0,90000.0
6868,23,4,18,1,37.0,2020.0,1,1,0,30.0,7.0,2.7,1263,0,109459.0
6871,23,4,5,1,38.8,2013.0,1,2,2,19.4,9.1,2.7,236,0,128840.0
6876,23,7,9,1,20.8,1981.0,1,1,2,11.0,4.5,2.82,892,1,136063.0
6882,23,2,7,1,39.1,2018.0,1,1,0,28.1,11.0,2.7,189,0,147058.0
6894,23,16,17,1,25.5,2021.0,0,2,0,13.4,2.5,2.7,710,0,168933.0
6897,23,1,12,1,46.1,2014.0,1,0,0,22.0,15.0,2.9,605,1,245986.0
6898,23,9,9,1,46.5,2014.0,1,1,2,32.0,14.5,2.9,605,1,257849.0
6899,23,2,23,1,55.0,2018.0,1,0,4,40.0,10.0,4.5,1417,1,281818.0
6900,23,12,17,1,40.0,2024.0,0,0,0,12.2,13.2,3.1,498,1,437500.0
6929,23,1,8,1,43.0,2024.0,0,0,0,13.3,16.4,2.7,361,0,88500.0
6943,23,8,9,1,29.5,2024.0,1,1,0,13.1,9.7,2.8,271,0,172881.0
6944,23,4,10,1,31.7,2020.0,1,0,1,10.0,10.0,2.8,956,0,160883.0
6948,23,2,23,1,32.3,2023.0,0,0,0,10.2,12.0,2.7,569,1,196000.0
6949,23,11,18,1,39.7,2017.0,1,2,0,21.0,10.0,2.8,999,0,161209.0
6950,23,10,19,1,18.0,2023.0,0,1,0,8.0,10.0,2.82,726,0,358333.0
6952,23,17,25,1,45.3,2016.0,1,2,0,16.5,10.0,2.82,656,0,147682.0
6956,23,5,5,1,36.5,2024.0,0,0,0,17.0,9.6,2.7,103,0,188383.0
6957,23,15,17,1,41.0,2016.0,1,2,0,18.2,12.0,2.7,1372,1,168292.0
6958,23,10,19,1,25.39,2024.0,0,2,0,9.5,7.6,3.3,1418,0,275699.0
6959,23,17,21,1,57.2,2013.0,1,2,0,42.6,14.6,3.15,1185,0,131118.0
6960,23,19,23,1,49.2,2023.0,0,0,0,21.7,11.2,2.75,578,0,152645.0
6963,23,12,26,1,58.6,2012.0,1,2,0,43.6,15.0,2.8,1185,0,136177.0
6966,23,10,24,1,35.9,2024.0,0,0,0,12.9,12.3,2.82,923,0,252000.0
6969,23,6,16,1,41.1,2007.0,1,1,0,31.1,10.0,2.82,899,1,236009.0
6970,23,3,23,1,52.78,2023.0,0,2,0,23.6,14.1,2.7,700,0,185568.0
6975,23,9,10,1,31.07,2023.0,0,0,0,11.6,6.9,2.55,495,0,81958.0
6978,23,1,10,1,33.2,1991.0,1,2,0,19.0,7.0,2.82,489,0,82801.0
6979,23,6,10,1,38.75,2023.0,1,1,2,17.0,8.0,2.82,123,0,72258.0
6982,23,3,5,1,30.1,1979.0,1,1,2,18.0,6.0,2.82,242,0,94684.0
6984,23,7,10,1,32.2,2013.0,1,2,0,14.0,10.9,2.82,1330,0,91614.0
6985,23,2,5,1,30.3,1974.0,1,1,2,24.3,6.0,2.6,28,0,101320.0
6986,23,2,3,1,33.6,1981.0,1,1,0,24.0,6.0,2.82,425,0,93749.0
6987,23,8,9,1,32.2,1970.0,1,1,0,16.7,6.2,2.6,677,0,101863.0
6990,23,10,10,1,36.0,1990.0,1,1,0,18.0,8.1,2.8,1392,0,93611.0
6991,23,2,5,1,28.0,1971.0,1,1,2,18.0,6.0,2.5,337,1,121428.0
6996,23,5,8,1,38.3,2023.0,1,2,2,14.1,8.5,2.7,768,0,97389.0
6997,23,2,9,1,39.0,1990.0,1,1,2,19.0,9.0,2.82,329,0,99743.0
6999,23,3,3,1,40.7,2012.0,1,2,2,33.2,7.5,2.82,927,0,95823.0
7003,23,3,18,1,40.75,2024.0,1,1,0,19.6,10.4,2.82,418,0,99000.0
7010,23,2,9,1,38.1,2024.0,1,1,0,11.0,16.3,2.8,1418,0,112860.0
7012,23,3,4,1,40.18,2024.0,0,1,0,16.3,12.0,2.7,1168,0,107250.0
7014,23,2,24,1,51.3,2019.0,0,0,4,26.3,15.6,2.75,1003,0,93947.0
7016,23,14,17,1,39.8,2023.0,1,2,0,13.5,15.0,2.82,35,0,121859.0
7017,23,13,17,1,41.7,2020.0,1,2,2,19.2,11.1,2.7,425,0,118705.0
7021,23,1,5,1,31.1,1988.0,1,2,2,15.5,10.0,2.5,301,1,165594.0
7022,23,9,10,1,32.8,1991.0,1,1,0,17.2,7.1,2.6,358,1,158536.0
7024,23,7,26,1,42.4,2020.0,1,1,2,30.4,12.0,2.6,531,0,125000.0
7025,23,22,23,1,35.3,2024.0,0,1,3,11.0,17.8,2.72,1418,0,152720.0
7028,23,6,9,1,55.0,2003.0,1,2,0,19.0,13.0,2.8,938,0,100000.0
7034,23,10,17,1,44.0,2014.0,1,1,0,15.8,11.8,2.5,1418,0,127272.0
7037,23,3,5,1,43.5,1992.0,1,1,2,22.0,10.0,2.8,165,0,128735.0
7040,23,2,17,1,36.9,2024.0,0,2,0,14.1,10.7,2.74,294,0,157539.0
7041,23,16,18,1,33.7,2023.0,1,1,2,13.3,15.4,2.7,1411,0,174777.0
